date,customer_id,time_on_site [Minutes],clicks_in_site,Days_Since_Last_Purchase,Average_Purchase_Frequency,product_category_502,product_category_503,product_category_504,product_category_505,product_category_506,product_category_507,product_category_508,product_category_509,product_category_510,product_category_511,product_category_512,product_category_513,product_category_514,product_category_515,payment_method_paypal
2018-11-24,51710,-0.34396833992068276,-0.3762022399606395,0.07802175247570359,-0.4134758833759977,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2018-11-23,24354,-0.2048778980721161,-0.6747966805104159,0.4437569465766065,-0.6243908312490956,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-22,17047,-0.371124092853022,0.5942296918261336,0.8094921406775095,-0.7147829517661375,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2018-11-29,29741,-0.1605014237680496,1.0421213526507982,-1.7506542180288112,1.2738436996087845,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2018-11-20,15099,0.10509508661897538,-0.6747966805104159,1.5409625288793154,-0.8353057791221933,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2018-11-20,40868,-0.42278625696820393,-0.3762022399606395,1.5409625288793154,-0.8353057791221933,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2018-11-21,44275,-0.2750854544337736,1.4153644033380186,1.1752273347784123,0.16654022327502113,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2018-11-25,39493,-0.16580010726704258,-0.6747966805104159,-0.28771344162519935,0.6410988559894911,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2018-11-23,20038,-0.14857938589531527,-0.3762022399606395,0.4437569465766065,-0.6243908312490956,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-26,52931,-0.3320463020479485,-0.07760779941086318,-0.6534486357261023,0.008354012370197809,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2018-11-23,38205,-0.33535797923481914,0.22098664113891317,0.4437569465766065,0.008354012370197809,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2018-11-27,38979,-0.3638384030419066,-0.3762022399606395,-1.0191838298270053,0.6410988559894911,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2018-11-25,14996,-0.2525660495630533,-0.6747966805104159,-0.28771344162519935,-0.30801840943944886,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2018-11-23,23730,-0.2419686825650672,-0.6747966805104159,0.4437569465766065,0.008354012370197809,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-23,21722,-0.28237114424488896,1.4153644033380186,0.4437569465766065,-0.6243908312490956,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-20,32566,-0.3625137321671584,-0.22690501968575136,1.5409625288793154,0.008354012370197809,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2018-11-27,51436,-0.1777221451397769,1.7139588438877948,-1.0191838298270053,0.6410988559894911,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2018-11-25,27231,-0.3803967889762598,-0.5254994602355277,-0.28771344162519935,-0.30801840943944886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-27,12328,-0.38105912441363393,-0.3762022399606395,-1.0191838298270053,0.6410988559894911,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2018-11-29,23607,-0.2558777267499239,0.44493247155124543,-1.7506542180288112,0.008354012370197809,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2018-11-27,20217,-0.3837084661631304,0.8181755222384659,-1.0191838298270053,0.6410988559894911,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2018-11-23,35343,-0.0194239756073605,-0.22690501968575136,0.4437569465766065,-0.17243022866388605,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2018-11-23,36631,-0.37443577003989265,-0.3762022399606395,0.4437569465766065,-0.6243908312490956,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2018-11-28,37417,2.9133973410852745,-0.7494452906478599,-1.384919023927908,2.539333386847371,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
